block_time,fees,score,block_hash
15.82,0.38103041,88.6,000000000000000000016b2ab59c8fcdb19bc5b697ec817c82e4a9799135a284
9.26,0.3154303,91.8,00000000000000000001e3b2009e4f034db8f47d219540ac0746791acf5a9910
46.99,0.54001274,99.4,000000000000000000023aae147da71ac0be33dddc63531fd4db07a11f78def9
4.25,0.37502514,96.39999999999999,000000000000000000036c4b17280cad10281c753e8c3bd5fdf4f8cb2cf25e10
14.19,0.35865623,96.7,0000000000000000000223f8653b18babe3eceb8f8b17b9c1cc408fd4d1ee565
11.95,0.35142948,99.8,000000000000000000037cc775c5ea4dee7f3c1583ae342cd6827a1d48c0bc8f
17.55,0.35046735,99.0,00000000000000000002e7835586e740095490723dcdb7672b47e98ced6040d1
4.5,0.27835632,81.39999999999999,0000000000000000000236443a3f4784ec904f5c500bd2e82838756b5657bb85
7.08,0.28280525,97.1,000000000000000000037ce676ece6d1f5b3caa5ddf99e110d15957158b25e26
11.88,0.32221467,82.0,000000000000000000010725716a6f879b963c2db82339d580c582f34ab8821d
8.69,0.31249892,93.30000000000001,00000000000000000000a8cafe6d7507a2e7c2ea49e3e9b276281a3e6cfdaadc
3.34,0.25868222,70.3,0000000000000000000306498f287150d4302e5f43a0264e71dc7b2b5b84534b
10,0.28924998,49.3,00000000000000000001545fa2a1ffde5b57ffb735133b535d929b7e6c7bf615
17.83,0.36761749,99.4,00000000000000000001ca149a8c833bc97e8e24626819d96aef169cf456530a
21.1,0.38611856,89.9,00000000000000000000aa2e7f60d4cc545e357103fbbf4fc36e6dcf51ee0a1f
5.46,0.27358546,99.8,000000000000000000023a703d098d58373f6d3ce6e1bf09b1df4e67634140bf
6.4,0.25008981,94.0,00000000000000000000b2927d2c7665dd513e8b2552427f3af4d231f92297cf
15.72,0.30182507,93.10000000000001,00000000000000000000b95cf1f6306782adaaff1cf768bb21316d53a7fd33be
12.55,0.27688113,89.3,00000000000000000003a9011999ad7b6da0b03d6265272ac861727642cc2c1d
3.68,0.2290589,49.8,00000000000000000003a1ef301fd639d37e2c488333a4c17087ecc5d2b3649f
31.0,0.38494901,98.2,00000000000000000000db2cd5112ee0425cdc104d1159a45ccab3b8e6e2b6f4
6.66,0.29554461,95.7,00000000000000000001e9d1d3dbd9c41933732547428ae23f75ad83a6f1ea5c
11.83,0.27168081,96.3,0000000000000000000006fef1a3b7456e3c88b54e9813bfdaa01727c7ed1f10
5.22,0.26293481,86.5,00000000000000000003290d7e4a0ad48ae315696e72fb8a3089dfeb1701a077
16.66,0.30318651,99.7,000000000000000000011b7079c2384a3d9bf86b3399d15adab7f118cf54a31f
4.3,0.23201748,81.10000000000001,00000000000000000000d3ee00bead3689ea901aa1c210ba9880089e0b35bcae
9.37,0.25803321,84.3,000000000000000000027c37012c99b1ce42d0567f4d9e2fcaa7936688150cd3
28.62,0.36792734,98.2,0000000000000000000291b9618a993b2693df75acb562f943b340c6112cc486
8.86,0.2686671,99.9,00000000000000000001a250e083780b0ad5565746328369acde21d0a348da4a
14.64,0.27224226,86.3,00000000000000000001efc73cc821da7e7073414f7e4cc10741133d6a5b4f99
6.88,0.24037677,95.89999999999999,00000000000000000001dd73dd5bb8dbb9a93897dfa9ce1e27253cc0336ed435
6.97,0.23312728,76.8,000000000000000000022df92a5537673d4b67025b679599ddbc18c0ff762b54
11.04,0.26250904,99.9,000000000000000000035062abde56f91d167160a298ca2dc6abea5a9d3a7a16
18.28,0.29889487,98.1,00000000000000000000bdccbe483133c276e295dfb68bb80e9c55243b23e7e2
7.69,0.24075518,96.7,000000000000000000013dc27ce44e21f437169286979affbf08b9790c55d8a5
9.58,0.24754925,90.5,00000000000000000003426b5b9fbb20b7ac9765a0eb8591b47c6042f6408dcc
8.19,0.23362751,67.80000000000001,0000000000000000000205f831d30e3d688d424ac5f1dc0205f6319d12bba2d3
9.79,0.24943069,98.9,00000000000000000000121257c00b892a47c54f820f9163cae4a60ed5f3e65b
3.82,0.23512609,88.0,000000000000000000002759e2ce3c7571cf44e1185627bbb6af343a1a912003
15.33,0.2961864,93.10000000000001,00000000000000000003aa35aa337de3b8b05c04e78ac55b55c4b319962bd37e
15.32,0.2847592,97.7,0000000000000000000325167b794224e4cc5e8c377a9102ab0fa3d9bc7d349e
3.03,0.21102008,91.60000000000001,00000000000000000000d972a503411958f727ad0d783b2bf9e495f373777c64
8.28,0.24174089,94.0,0000000000000000000125c2bb0555490a7756cf6a3030c45aabf8e0478ab43d
25.18,0.31093251,96.8,0000000000000000000097eb4630cbb613e8ce395f34bb6af39fe30650548bca
30.44,0.35818718,97.8,00000000000000000002b68ed02697e9b0bb5606764f642129ee73303bdfbf24
20.35,0.30873312,93.7,00000000000000000001b34adce7d982730c76a45c93acdcd2ad7e56c3ce57a7
4.66,0.22403648,97.2,00000000000000000001fa0e7d322bc4d50c243757628058c5e9e63456242506
49.87,0.40430237,93.60000000000001,0000000000000000000086b449f0f621346cc3c10287c303709a4f944c30f8f1
11.31,0.27830659,90.10000000000001,0000000000000000000397540d26c85f85e139f3e4843cd5d115694a82d9a353
11.91,0.25730201,92.80000000000001,000000000000000000023eca806d216257a9d15c69eefeed434055b052c179e4
21,0.34894555,89.7,0000000000000000000125480376c5200b8694625b9560730bfaa5da731eca65
9.26,0.28914952,85.8,0000000000000000000272b6fa1d6239db8fc1a98a1b63eb884dde7b8a133e98
14.52,0.31566717,92.2,0000000000000000000064a018f14ff1724f50d607dd9e89944d78e43f82c8a6
20.22,0.34879972,96.6,0000000000000000000023d2920969ea8fccdf8d9986a1ef34205a90ca205869
11.18,0.29134328,74.0,00000000000000000000dfc5f882b87f5a5a288f169af1b216ad10e7dcc1d814
10.48,0.3071637,94.6,0000000000000000000335064ea2ee2887811781ac50ca64ae8a6dbf0edc5e99
36.36,0.42893389,93.30000000000001,00000000000000000001d10fb3a7f05e3c3d42392063cb9dac18b03488aade2d
29.77,0.60805342,97.2,0000000000000000000284ef90dead95d4ad0529ee02f687195b7e81211a2de7
16.22,0.34583984,89.0,00000000000000000000fae1ca88fc996845bb5eada9147d01036d867dd28ce0
30.05,0.39991182,90.9,00000000000000000002bbd2b467476978fc156a669f7df79a080a464117d089
20.0,0.36881781,94.69999999999999,0000000000000000000271975b9e840efc8e3d02713fc4ab0160ddde46923ac7
26.25,0.39548084,98.3,00000000000000000001074069633a95b37ddcf2bbe3037038cdb24bce300911
4.7,0.29887364,81.8,00000000000000000002b59eb19ee7ba38703bc24e4d6f10cb8a6c3e155d2773
14.91,0.33187655,92.10000000000001,0000000000000000000165293751cdf0614a51e70b4a01d1a3e04f30842146ea
8.77,0.28791239,99.8,00000000000000000002d2717ad5d44fe7cd361404ece5571ef6eff4759bd6b2
16.85,0.3416044,89.0,00000000000000000000840d69e13268172c37bd61f7d85cc3be1eecd28420ff
7.44,0.23349663,95.6,00000000000000000001293e256b8f434ae44a09f898fdf38d41557aa73b8526
16.23,0.28890469,87.0,00000000000000000000d9042895bf1859d354b7ee603eec234760cf5f3db34a
6.79,0.22097301,96.6,0000000000000000000309683bf0b039f3b16596e804faee0f4d6bc7e0789ec4
22.75,0.31943334,90.4,00000000000000000002e8bab8bb3bc774c5675e8d40149b2646013294b310fc
28.06,0.35344926,90.4,000000000000000000006639cb2da6f6901843c02d9164d2292b2ee73eba3192
10.33,0.2676953,94.89999999999999,00000000000000000002847d852a4547756cebd34005e6301a7251bc3ac85a81
17.66,0.26540843,86.3,00000000000000000000d658ccb1bdd1c122769cbaa4457f609f49693b57c471
13.48,0.23379436,95.7,0000000000000000000221e9b23c658fc2962e5901b2d803a93c8e6f83894be2
6.28,0.21232473,79.0,0000000000000000000131d26ca6ce56d159bc3867a6ed24a6385bab673f7486
16.14,0.27107068,99.9,000000000000000000025af1b7b350ee1fcb46adec37489e878be80bfc378a04
10.77,0.21208794,82.6,000000000000000000006f11ce33661f4ffbb8f65c9abf2a1c877bc5b7669268
3.24,0.15091478,99.1,000000000000000000013acf4afdfad31fddaaff15b3fc3bd642d73928f607d3
15.14,0.22090318,99.8,000000000000000000029458a9bbb6d4c8a239702317d0c02c2f71fcc0ec76ab
13.39,0.21309134,90.7,00000000000000000002c080a5ee5ef888c1cf4d4b9703a8b6563128839ffb28
4.05,0.15388912,44.4,000000000000000000018be17d13aa6ebceacc62dac73d4647f54919e6f5c2ec
20.92,0.25745556,87.3,000000000000000000023e95de09db3cb9cae11a61fa5f67e13d6ea18eb626a0
3.56,0.14097824,98.8,000000000000000000027098e934f235b4a22fa53b4c02ba90c19e97ebffb2b0
30,0.96941655,84.0,00000000000000000000edc6ff84cf95e529b11fdedefa22e36aeba482ef2964
27.48,0.82849453,87.2,000000000000000000023532b9e90333c9abe6aac74d6ffd6f06709ad49a4203
9.34,0.69790141,98.7,0000000000000000000316386fda1ac09a4f28b279e86d5109d1b79bd89386ea
6.07,0.6206686,98.6,00000000000000000000f2ae1e87f157917ed74adec022c0e876c4ce6cb1ed33
7.71,0.59169949,84.0,000000000000000000016863aa9111abac730f4bfcabc1f15eaf51a15a63a05b
8.22,0.56312371,90.2,0000000000000000000291c3f8ad243f1f53d82ed56a165aabae6876eca082d9
22.68,0.78867438,85.3,000000000000000000035e7a47cbb9310a4e4289f50a6c0777e2891c05250208
3.9,0.46988676,81.3,000000000000000000002043f4559a74c93a64a4b559c60d049aeff39b4755a2
31.2,0.86948317,96.3,000000000000000000016dedc0b807af4d9b0559ec9f573b708cadbf31d53afa
36.76,0.94398706,96.7,000000000000000000027b5e15b57c48ed274aa6e39d61a9be5712af88a7214c
8.22,0.74832764,98.0,000000000000000000011c256fd55b7211855d40e44a979ee1f9803e1840dffd
5.87,0.66531796,85.7,00000000000000000002933e4e107083ce7373673943078d9f2ec0df87007911
3.97,0.57627807,96.1,00000000000000000002e5c83d4957cb7c5569d7fdf2c6e32188483084d00a19
32.81,0.89185351,97.2,00000000000000000002657677aaa5668ebed6b2360f771da61f6e36af07ba9c
5.23,0.62590078,82.6,000000000000000000009acf3f314b9dfc097327fb9cf5d918235c7727c5443c
6.19,0.55975353,97.7,00000000000000000000444b01dc5c37595c88a8039136c43aa25a2fc1413247
16.8,0.65619016,96.2,00000000000000000003632cd1bb293aebe3ecb5348458a4a896b83f255f5194
4.61,0.4171368,98.7,000000000000000000022a1bd1cad1a3e870990657390874d3ab568d11296bde
13.87,0.52524016,88.4,00000000000000000002a14d1e3c2f6769bbd9dcd6010b0e41055ddcc5ff1131
11.95,0.5242815,90.5,00000000000000000002249f449ae3535ab40bbc86b5a11b68ced478c1b62a9b
6.9,0.43972181,80.5,00000000000000000002851ce546224f05b452d5d231a205b754ae826c7ca595
9.86,0.46796592,98.1,000000000000000000025164f8e0d6dbd23e808a056d1ce1125d3ec801e8fecb
21.16,0.61909744,94.19999999999999,0000000000000000000218fe3dd7ddf1ba1a28ae4cb45410b96a7d1a0525b591
7.24,0.43822361,83.89999999999999,000000000000000000017b60480d1abea2ec6c1d8f3abaedeb54dba04d1ba4da
16.49,0.57556365,93.60000000000001,0000000000000000000116eaffbc90dbe903f7970f502beb1ec159375b0ce912
7.08,0.41844556,81.89999999999999,000000000000000000032746f9796ed71e57a1ee6e866912e468fa37bbe68f9c
8.49,0.40992663,91.7,000000000000000000013dfe4e970a8facdacd5b3d42b48be90e8fb386c73808
8.42,0.38722437,95.7,000000000000000000027e4339ba6a651554fc3c6b1bf2e4573d5919c7bda8b0
8.38,0.41728666,99.5,000000000000000000031c759fdf0c5134230794b3dfdbeefed0936d9e219cf5
25.71,0.73398452,97.8,00000000000000000001dab0b15d67c2984b07d58f3390c41c6c46fd8da8bd51
6.32,0.45018668,95.5,00000000000000000000458ae7ae9526686ed4b0f3ceefde87c4b8a21b03ff40
10.75,0.47782412,79.80000000000001,0000000000000000000351cb328a6c10b288a3540b6208d7667efcd24b0c5189
5.1,0.39562855,78.9,00000000000000000002ca95ed418c2304e9ddbc9c2759a9b8a1524afa44386a
10.66,0.46322195,77.2,00000000000000000001a576e21315079c4c3a591ff2ee12bcfdf9970ff3ea87
11.58,0.44697482,92.7,0000000000000000000386fff7c3cba931f2d23e2618cf1f51a5bc6afcbcdbb3
18.22,0.45937904,87.6,000000000000000000033c4953f54fcbaa6e9e8f2949f301a89b5e12a971206e
4.15,0.24453037,96.89999999999999,000000000000000000024b0d66daa2f83338233baf76c93be2870324e99f7c93
12.42,0.35218035,97.0,00000000000000000000de5fb2d063b9a415e2cfaa0b1e937535b2501e3480c8
5.49,0.27342027,96.39999999999999,00000000000000000002863014d25b58900d654b8f42077ba10abe5eaddc382b
4.96,0.21104481,78.60000000000001,00000000000000000000474ed4f1e6cb4cc555650ac38c2bda52d9d22395bac8
16.97,0.41328165,95.0,00000000000000000002715e5eb5e6e103f319a218906dda8d6b0f4f9b51cb4c
20.56,0.46767258,98.8,00000000000000000002473c10343822fb4bbc833a7d16838cc2a3304f71a927
14.74,0.37521785,93.4,00000000000000000001a7a382405e249a54ad837690881dfe01900c8bbb6149
3.05,0.24128955,84.3,000000000000000000009aa8ece278d931f9d92ce8cbd1284e59608f67ec0f6d
9,0.24419704,77.9,00000000000000000002cffadf4fbe1e2725b881442b641185e7e7b224f87573
33.55,0.4820497,89.7,00000000000000000002a415057d5beea8059953cb647f803e0b65bf7655cb2f
4.06,0.19068927,76.7,000000000000000000025e7636f89a61c063af43d02485ea35885f6593e7cf6d
10.3,0.26395918,79.60000000000001,000000000000000000012d033bc85bcbca71b8ff8acb5e9461bfd778d8bb29b4
10.36,0.25115161,92.60000000000001,000000000000000000029c61a4c8defa18ce199b47e01cada2c702fa7362242a
20.87,0.34332944,95.89999999999999,00000000000000000001cc27b34a7dc1b34a6e9b3dc98d8a41726c4716ab631d
4.41,0.2140377,74.7,0000000000000000000208b9b2a2ef489a0f5f77c01dfe64411fba0feeca5d68
4.8,0.19607012,83.3,000000000000000000007d77a5652d09be3b145c67fefb3914bcabf05a6ad5cc
6.43,0.20576045,91.10000000000001,000000000000000000024f0325816200320cefa758302121231a1fc46ec31640
4.58,0.17650679,74.2,000000000000000000003035c0d8108ddfa8bb5b85e4d885ea213eefd7656e11
19.76,0.33878759,92.30000000000001,000000000000000000031d13412b383f7945a46776b2bd75ee26ccc35652152f
13.98,0.25413182,99.0,000000000000000000023ea99d142d973ac02a8670cdb786b478ea0ce6d2187a
7.27,0.20588497,88.2,000000000000000000025b3ce53dfd5e8b2fe1a20f9d80a461253c72959d8284
4.32,0.15029128,97.39999999999999,00000000000000000001298eba546cb158162f547d8c1d2e1ceaf7e7dac06d6f
7.37,0.18666097,76.7,00000000000000000002e2e047d385d328c0961933883af53911ce431395447e
33.68,0.34794478,88.3,000000000000000000002cf8fde98a55162f447bdd92677483e0ba3a1db7e2a0
4.04,0.22816412,96.3,00000000000000000002135cac18075b0592c13d35ad773b962fe06f1eb7c8fe
7.07,0.23561896,81.3,00000000000000000000d590ba6d3743068bca200f1d5f72a35a073415d37d30
4.48,0.16032655,68.60000000000001,00000000000000000002a014f6a056cca80b2d857d44e2acee7698676f525fe3
17.55,0.25037218,89.0,0000000000000000000128d38d8c8df8f750675101f5a80a15c718104c65d23a
10.02,0.19165596,79.0,0000000000000000000110330f7f21282c32d1bdd77b34cbfb2d43850cec9713
17.84,0.24382777,86.9,000000000000000000033d8d1ff6b4f9f95f5a9c140c6b85c88a2426d04b8d35
11.11,0.19863944,99.8,00000000000000000001e194139d06ec00cb5096bc36c7b0265c356c1050c3dd
12.85,0.18059993,93.60000000000001,000000000000000000000871b2596fe2708a5ab2089b49c3d57d4011498e67c1
8.54,0.15351862,90.9,000000000000000000030e8f701ba757a0b5b3ac0f9ab459a9e6651e917b11fc
4.7,0.13467449,57.4,00000000000000000000fd37c1f5977e1c695c8ea3b2c101bec1415d3805d02f
7.31,0.14810144,87.7,00000000000000000003472bbc6d7145b29cafb64af4d926f5000e6b3fd80f54
6.83,0.14119345,84.89999999999999,000000000000000000026294bf147329031d590317a20716d98f91ae5bd5570c
16.79,0.25666665,94.5,0000000000000000000152b815713752fa04002381cfd55bcb3715b37eac3afc
6.47,0.13188045,90.2,0000000000000000000092f87efb70672b6086810c7640ef6819bff9502a45e9
3.93,0.13526483,47.199999999999996,000000000000000000029a7e6db35ac0da0f94f07ad0f4d21693bbcd57792a13
21.69,0.26015381,85.5,00000000000000000001d60e567bb2f5b5b03df4a26f5cf5e459af5252dee2b9
12.79,0.18412083,98.6,00000000000000000002893116ec4e4fea69eb0b8e83661b09853b9767a0e864
4.75,0.13280792,77.4,000000000000000000028bcf6fab445b73ad707a34059d06d0a6e3aae2f77dd7
12.21,0.17778464,79.5,00000000000000000000efa7aeaec51020b36e781f1624618d690985e82e6e41
3.19,0.10623952,42.1,00000000000000000001dab95ef2d21c45b9b6387baeaa46b46f006c044dbd73
7.96,0.14211658,92.5,00000000000000000002f3eae20dab05746e928e4b5dbef0a982e81ecae7028c
54.33,0.3573103,95.3,00000000000000000002a27ff073dee7143a73f70142b9542a3b3a6cdb72feda
13.73,0.27177358,98.7,000000000000000000026480a3a42befef76245e4642373a75e2684fb0effc43
8.88,0.19179616,89.7,000000000000000000021c2f8d6fe88aa56e84c5a84907f46e0fc486f69a2ad1
15.0,0.18002233,90.4,00000000000000000001eedb12bd54bae87880b60b5e737afa26481ee94c4d63
5.47,0.12199246,86.8,0000000000000000000092c349c2f41575d9e3533223ef9ead197b74904fd9a9
31,0.29464138,82.69999999999999,000000000000000000018ce10ba381217652a36b224fcc3d447166c9188ea908
25.56,0.26702075,87.9,00000000000000000001e00825c4074041c78a05a6cb13247eadf5f287a2aab1
3.86,0.17441751,93.7,000000000000000000015123ab386f5b54d298f720b3b2f8f220d4e3e5ea5807
5.7,0.1525529,97.7,00000000000000000002ed730370fb54921a16126a1379369e75de747e68da7c
10.5,0.19277906,90.3,0000000000000000000227428f068e7d14e75eb13aa0ebd2b443d2bd5be18434
5.01,0.1402794,96.1,00000000000000000001ac29795f77c64497b30f15174bd003ffbd22a1ef2a12
11.81,0.16162336,98.2,0000000000000000000090063a18d01063c62eb3d37a4521c9845a401e834390
24.16,0.24307713,96.89999999999999,0000000000000000000127ae68886c3e69925eab1b222df03d3d648bfa8361e0
6.89,0.1461051,91.2,00000000000000000002f9a4127049f2e71cd10f2818edd7f0c35d2d00af7864
5.68,0.12922344,93.7,000000000000000000022fe5f758abb58eb1d45a593cd4435af480791c149e67
8.19,0.14642341,94.8,0000000000000000000230a7d2f4c75a5eb635bac77b396aab562ad40733eda2
16.14,0.1702039,84.89999999999999,000000000000000000018ef919d1574246d79f6f08ee83f41e3c535eb5bb9623
3.52,0.1071459,92.60000000000001,00000000000000000000f087b0f5b8a823f42c36afad95bcc6d63a1855a5434c
11.41,0.15803147,95.8,00000000000000000001375cb5aa3e3142ca4f947fb695dfbb12b47ff8a6918b
12.23,0.16324893,94.5,00000000000000000002f7538b43249a3120f12c3aa4f14f433ce4a61d0b44e0
20.07,0.20189887,98.1,0000000000000000000072c29e3e797dd62f4adc794effbea9ca0358b6de1d2f
5.69,0.12569628,78.9,000000000000000000021a417c7e5323de79951865c1c8ec85fa22e95f269bd6
3.84,0.1076915,88.8,0000000000000000000265802ab318df29daebcc7caa9432681d586f6c54e7c2
13.12,0.1561522,80.9,00000000000000000000db13a7a13c9209a0ca3c6100a00f460e344a6d7e8be9
31.61,0.24941989,97.39999999999999,00000000000000000000c8f40482bfcebb02088cac9366365190d133e9a83ade
39.55,0.28826709,96.2,00000000000000000002cb19aa49582630308792f99edd3d24761c47b28df2bf
4.27,0.17255801,82.89999999999999,000000000000000000034e977d34e6326138c5a5a66273c06f9b4708d7a6fe97
12.09,0.19059466,84.39999999999999,00000000000000000001d686bbb7ad4918b0d9e1d41578675d2fbacd41c0cbb4
4.38,0.13616353,92.30000000000001,000000000000000000010e79a5fc7db29880be204216ff0ad1332eb4f1f07c5d
9.51,0.14675192,88.1,00000000000000000000150440489dc2e7fd265cf03330ec397f1d05750020ce
26.41,0.20699593,95.5,00000000000000000002771ba52c4930970ac61c3a2382746320340999969995
3.09,0.11248518,81.39999999999999,00000000000000000002752d46d7e31a53dcc71c3c60e576c11f60a982c8a32a
6.52,0.12110563,77.3,00000000000000000002ba7a63bbc94fc2ec4512928de8339c70e24d82e4479e
4.62,0.10918475,91.2,00000000000000000002b2961bab292a724b1b486ec252ee0ff23ffd1d18d5f2
19.44,0.17538474,90.5,000000000000000000031164b04dc2d0f54fb9ad7d3217f8b0902373e2071573
7.6,0.12244656,95.6,00000000000000000002354ff62b014cdff9f3f4ac24464b688120855e5aff2e
3.96,0.09953163,87.5,00000000000000000000426ee47999564639b65119e3d35ab1a19045f0c6b69f
3.89,0.09719544,62.1,0000000000000000000054d934ea7f1649c61e4f565fee3cae176e675b9cd709
34.38,0.25818636,96.0,00000000000000000000abd8d1b84939f0f696607483f54d4d7f46ef44010498
12.31,0.17059897,95.3,0000000000000000000082b1c07523d97f9313f030ecd350605a4ed01327bbd0
19.22,0.18117533,95.5,00000000000000000001326c50ff20c42698afa78346399c49d6081818ce0973
9.16,0.13551038,95.5,00000000000000000001a27fc0e2a8fe14ed7e0730c8264a4546e904323b41aa
3.98,0.09670503,80.10000000000001,00000000000000000002610a20d72508804522f9d120f441f711deb8323e59cd
3.2,0.09494103,28.7,0000000000000000000100d7b7219cd7d8b441fe53874f6074dd18848c53fa2e
